Column1,Rank,Family,Genus,Species,Museum_code,Museum_country,Publication,Museum_only,In_PBDB,Locality,Continent,Country,lat,lng,Latlng_Precision,Group,Formation,Member,Age_resolution,Max_period,Min_period,early_stage,late_stage,max_ma,min_ma,interval_mid_ma,n_bins,bin_assignment,overlap_percentage,Finalised_lith,Finalised_grainsize,p_lng,p_lat,Combined_name,Finalised_grainsize_simp
2144,Genus,Archaeocidaridae,Archaeocidaris,sp.,AMS,Australia,"Philip, 1978",0,NA,"Mt Breakneck, Carrow Brook district, southern New England (Camberwell Military Map 000313), New South Wales",Oceania,Australia,-32.319,151.338,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,,-27.6223,-2.093,Archaeocidaris,NA
2149,Species,Lepidocentridae,Cavanechinus,warreni,AMS,Australia,"Brown, 1967",0,NA,"On the North Side of Burrenjuck Reservoir, within a quarter of a mile to the west of the northern end of Taemas Bridge over the Murrumbidgee River, 13 miles south of Yass, New South Wales",Oceania,Australia,-35.003,148.838,Seconds,Murrumbidgee Group,Cavan Bluff Limestone,NA,Stage,Devonian,Devonian,Pragian,Emsian,410.8,393.3,402.05,2,75,81.71,Carbonate,,-27.3739,-1.7716,Cavanechinus warreni,NA
2161,Family,Lepidocentridae,NA,NA,NENH,Australia,"Philip, 1963",0,NA,"Valance's Hill, Portion, 177 Par. Namia, some 12 miles south-east of Yass, New South Wales",Oceania,Australia,-35.025,149.128,Minutes,NA,NA,NA,Stage,Silurian,Silurian,Gorstian,Ludfordian,427.4,423,425.2,2,79,59.09,Siliciclastic,Fine Grained,-26.7936,-0.4989,NA,Fine Grained
516,Species,Palaechinidae,Melonechinus,multiporus,NHMW,Austria,NONE,1,NA,"St. Louis, Missouri",North America,USA,38.609,-90.209,Degrees,NA,St. Louis Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,,5.8118,-8.5038,Melonechinus multiporus,NA
918,Family,Archaeocidaridae,NA,NA,NHMW,Austria,NONE,1,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
929,Species,Miocidaridae,Eotiaris,keyserlingi,NHMW,Austria,NONE,1,NA,"Possneck, Thuringia, Germany",Europe,Germany,50.711,11.598,Minutes,NA,Zechstein Limestone,Werra Cycle,Stage,Permian,Permian,Wuchiapingian,Wuchiapingian,259.1,254.14,256.62,1,56,100,Carbonate,Coquina,-2.7527,-5.8918,Eotiaris keyserlingi,Coarse Grained
941,Genus,Lepidocentridae,Lepidocentrus,sp.,NHMW,Austria,NONE,1,NA,"Rommersheim, Eifel",Europe,Germany,50.195,6.448,Minutes,NA,Junkerberg Formation/Freilingen Formation,NA,Stage,Devonian,Devonian,Eifelian,Eifelian,393.3,387.7,390.5,1,74,100,NA,,8.1377,-24.5611,Lepidocentrus,NA
942,Species,Lepidocentridae,Lepidocentrus,mulleri,NHMW,Austria,NONE,1,NA,"Gerolstein, Eifel, Germany",Europe,Germany,50.223,6.657,Minutes,NA,Eifelian Limestone,NA,Stage,Devonian,Devonian,Eifelian,Givetian,393.3,382.7,388,2,74,52.83,NA,,1.0022,-6.0851,Lepidocentrus mulleri,NA
950,Species,Palaechinidae,Melonechinus,multiporus,NHMW,Austria,NONE,1,NA,"St Louis, Missouri",North America,USA,38.636,-90.271,Minutes,NA,St. Louis Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,,-35.6806,-9.4021,Melonechinus multiporus,NA
955,Class,NA,NA,NA,NHMW,Austria,NONE,1,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
965,Family,Palaechinidae,NA,NA,NHMW,Austria,NONE,1,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
972,Genus,Archaeocidaridae,Nortonechinus,sp.,NHMW,Austria,NONE,1,NA,"Gerolstein, Eifel, Germany",Europe,Germany,50.223,6.657,Minutes,NA,Eifelian Limestone,NA,Stage,Devonian,Devonian,Eifelian,Givetian,393.3,382.7,388,2,74,52.83,NA,,1.0022,-6.0851,Nortonechinus,NA
1608,Class,NA,NA,NA,NHMW,Austria,"Kittl, E. 1904, Jb.k.k. Geol. Reichsanst., 53/4:684-685",0,Yes,"Han Orahovica, Bosnien",Europe,Bosnia and Herzegovina,43.706,18.746,Seconds,NA,Bellerophon Formation,NA,Series,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Carbonate,,0.7917,-4.8853,NA,NA
1609,Family,Archaeocidaridae,NA,NA,NHMW,Austria,"Kittl, E. 1904, Jb.k.k. Geol. Reichsanst., 53/4:684-685",0,Yes,"Han Orahovica, Bosnien",Europe,Bosnia and Herzegovina,43.706,18.746,Seconds,NA,Bellerophon Formation,NA,Series,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Carbonate,,0.7917,-4.8853,NA,NA
1612,Class,NA,NA,NA,NHMW,Austria,"Kittl, E. 1904, Jb.k.k. Geol. Reichsanst., 53/4:685",0,Yes,"Suha Cesma, Bosnien",Europe,Bosnia and Herzegovina,44.048,18.698,Seconds,NA,Bellerophon Formation,NA,Series,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Carbonate,,0.8731,-5.9822,NA,NA
1616,Family,Archaeocidaridae,NA,NA,NHMW,Austria,"Kittl, E. 1904, Jb.k.k. Geol. Reichsanst., 53/4:685",0,Yes,"Han Orahovica, Bosnien",Europe,Bosnia and Herzegovina,43.706,18.746,Seconds,NA,Bellerophon Formation,NA,Series,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Carbonate,,0.7917,-4.8853,NA,NA
1617,Genus,Archaeocidaridae,Archaeocidaris,sp.,NHMW,Austria,"Kittl, E. 1904, Jb.k.k. Geol. Reichsanst., 53/4:684-685",0,Yes,"Han Orahovica, Bosnien",Europe,Bosnia and Herzegovina,43.706,18.746,Seconds,NA,Bellerophon Formation,NA,Series,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Carbonate,,0.7917,-4.8853,Archaeocidaris,NA
2142,Genus,Archaeocidaridae,Archaeocidaris,sp.,NHMW,Austria,"2 Handstucke mit seeigelstacheln, FO Nr. 649 Kauf Slg. Michael Wagner, Wien, III. 2011",0,NA,"Garnitzenburg (Sudflanke), Karnische Alpen, Karnten, Austria",Europe,Austria,46.566,13.308,Seconds,NA,Bombaso Formation or Auernig Group,NA,Stage,Pennsylvanian,Pennsylvanian,Moscovian,Gzhelian,315.2,298.9,307.05,3,66,50.31,Carbonate,,-27.4474,-1.806,Archaeocidaris,NA
690,Species,Proterocidaridae,Hyattechinus,elegans,IRBINS,Belgium,NONE,1,NA,"Pont-a-Rieux, Belgium",Europe,Belgium,50.525,4.597,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,24.3679,15.8485,Hyattechinus elegans,NA
691,Family,Palaechinidae,NA,NA,IRBINS,Belgium,NONE,1,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
692,Family,Archaeocidaridae,NA,NA,IRBINS,Belgium,NONE,1,NA,"Pont-a-Rieux, Belgium",Europe,Belgium,50.525,4.597,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,24.3679,15.8485,NA,NA
693,Species,Proterocidaridae,Hyattechinus,elegans,IRBINS,Belgium,NONE,1,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,Hyattechinus elegans,NA
694,Species,Proterocidaridae,Perischodomus,fraiponti,IRBINS,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Perischodomus fraiponti,Fine Grained
695,Class,NA,NA,NA,IRBINS,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,NA,Fine Grained
696,Species,Proterocidaridae,Proterocidaris,gigantea,IRBINS,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Proterocidaris gigantea,Fine Grained
697,Family,Palaechinidae,NA,NA,IRBINS,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,NA,Fine Grained
698,Species,Palaechinidae,Lovenechinus,lacazei,IRBINS,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Lovenechinus lacazei,Fine Grained
699,Family,Archaeocidaridae,NA,NA,IRBINS,Belgium,NONE,1,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
700,Class,NA,NA,NA,IRBINS,Belgium,NONE,1,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
701,Family,Palaechinidae,NA,NA,IRBINS,Belgium,NONE,1,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Mudstone,-2.7161,-5.858,NA,Fine Grained
702,Family,Proterocidaridae,NA,NA,IRBINS,Belgium,NONE,1,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
703,Family,Archaeocidaridae,NA,NA,IRBINS,Belgium,NONE,1,NA,Delwart á Pont-á-Rieux,Europe,Belgium,50.585,3.455,Degrees,NA,Tournai Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,8.1647,-24.6103,NA,NA
704,Family,Proterocidaridae,NA,NA,IRBINS,Belgium,NONE,1,NA,Delwart á Pont-á-Rieux,Europe,Belgium,50.585,3.455,Degrees,NA,Tournai Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,8.1647,-24.6103,NA,NA
705,Class,NA,NA,NA,IRBINS,Belgium,NONE,1,NA,Delwart á Pont-á-Rieux,Europe,Belgium,50.585,3.455,Degrees,NA,Tournai Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,8.1647,-24.6103,NA,NA
706,Class,NA,NA,NA,IRBINS,Belgium,NONE,1,NA,"Pont-a-Rieux, Belgium",Europe,Belgium,50.525,4.597,Degrees,NA,Tournai Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,8.1577,-24.6114,NA,NA
707,Family,Archaeocidaridae,NA,NA,IRBINS,Belgium,NONE,1,NA,"Pont-a-Rieux, Belgium",Europe,Belgium,50.525,4.597,Degrees,NA,Tournai Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,8.1577,-24.6114,NA,NA
708,Family,Archaeocidaridae,NA,NA,IRBINS,Belgium,NONE,1,NA,Yvior 5775 Yvior Station,Europe,Belgium,50.33,4.892,Seconds,NA,Tournai Formation,Tn3a,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,8.1792,-24.6065,NA,NA
709,Genus,Proterocidaridae,Hyattechinus,sp.,IRBINS,Belgium,NONE,1,NA,Delwart á Pont-á-Rieux,Europe,Belgium,50.585,3.455,Degrees,NA,Tournai Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,8.1647,-24.6103,Hyattechinus,NA
829,Species,Proterocidaridae,Perischodomus,fraiponti,CGF,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Perischodomus fraiponti,Fine Grained
830,Class,NA,NA,NA,CGF,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,NA,Fine Grained
831,Species,Palaechinidae,Lovenechinus,lacazei,CGF,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Lovenechinus lacazei,Fine Grained
832,Family,Palaechinidae,NA,NA,CGF,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,NA,Fine Grained
833,Species,Proterocidaridae,Proterocidaris,gigantea,CGF,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Proterocidaris gigantea,Fine Grained
834,Family,Palaechinidae,NA,NA,PALULG,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,NA,Fine Grained
835,Species,Palaechinidae,Lovenechinus,lacazei,PALULG,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Lovenechinus lacazei,Fine Grained
836,Family,Proterocidaridae,NA,NA,PALULG,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,NA,Fine Grained
837,Species,Proterocidaridae,Perischodomus,fraiponti,PALULG,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Perischodomus fraiponti,Fine Grained
838,Class,NA,NA,NA,PALULG,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,NA,Fine Grained
839,Species,Palaechinidae,Lovenechinus,anglicus,PALULG,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Lovenechinus anglicus,Fine Grained
840,Species,Proterocidaridae,Proterocidaris,gigantea,PALULG,Belgium,NONE,1,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Proterocidaris gigantea,Fine Grained
1966,Genus,Archaeocidaridae,Devonocidaris,sp.,IRBINS,Belgium,"Mallieux, 1935, Pl 2, fig. 2",0,NA,"Namur, 10, Rhisnes, Caer, Astoisenet, a L'O de ch. De fer",Europe,Belgium,50.506,4.806,Minutes,NA,NA,NA,Stage,Devonian,Devonian,Frasnian,Frasnian,382.7,372.2,377.45,1,72,100,Carbonate,Mudstone,15.107,17.7624,Devonocidaris,Fine Grained
1967,Genus,Archaeocidaridae,Devonocidaris,sp.,IRBINS,Belgium,"Mallieux, 1935, Pl 2, fig. ",0,NA,"Namur, 10, Rhisnes, Caer, Astoisenet, a L'O de ch. De fer",Europe,Belgium,50.506,4.806,Minutes,NA,NA,NA,Stage,Devonian,Devonian,Frasnian,Frasnian,382.7,372.2,377.45,1,72,100,Carbonate,Mudstone,15.107,17.7624,Devonocidaris,Fine Grained
1968,Genus,Archaeocidaridae,Devonocidaris,sp.,IRBINS,Belgium,"Mallieux, 1935, Pl 2, fig. ",0,NA,Falnuée (Orneau) entre le mazy ef Onoz. ,Europe,Belgium,50.505,4.668,Seconds,NA,NA,NA,Stage,Devonian,Devonian,Frasnian,Frasnian,382.7,372.2,377.45,1,72,100,Carbonate,Mudstone,24.0651,15.5736,Devonocidaris,Fine Grained
1969,Species,Archaeocidaridae,Nortonechinus,caheni,IRBINS,Belgium,"Mallieux, 1935, Pl 1",0,NA,"Couwin 42, Bousser en Fagne ch in de l'Ermitage",Europe,Belgium,50.306,4.828,Degrees,NA,NA,NA,Stage,Devonian,Devonian,Frasnian,Frasnian,382.7,372.2,377.45,1,72,100,Carbonate,Wackestone,24.3173,15.8308,Nortonechinus caheni,Fine Grained
1970,Species,Palaechinidae,Palaechinus,visetensis,IRBINS,Belgium,"Jackson, 1929, Plate 2, fig. 1a,g",0,NA,"Vise, Belgium",Europe,Belgium,50.753,5.65,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,20.6781,15.4577,Palaechinus visetensis,NA
1971,Class,NA,NA,NA,IRBINS,Belgium,"Jackson, 1929, Plate 1, fig. 10",0,NA,"Vise, Belgium",Europe,Belgium,50.753,5.65,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,20.6781,15.4577,NA,NA
1972,Species,Proterocidaridae,Hyattechinus,elegans,IRBINS,Belgium,"Jackson, 1929, Text fig. 4, Plate 1 fig. 9",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,Hyattechinus elegans,NA
1973,Class,NA,NA,NA,IRBINS,Belgium,"Jackson, 1929, Plate 1 fig. 4a-4d",0,NA,"Pont-a-Rieux, Belgium",Europe,Belgium,50.525,4.597,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,24.3679,15.8485,NA,NA
1974,Family,Archaeocidaridae,NA,NA,IRBINS,Belgium,"Jackson, 1929, Plate 1 fig. 6",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
1975,Class,NA,NA,NA,IRBINS,Belgium,"Jackson, 1929, Plate 1 fig. 1-3",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
1976,Species,Palaechinidae,Palaechinus,ellipticus,IRBINS,Belgium,"Jackson, 1929, Plate 2 fig. 15,16, Plate 3, fig. 5; Thompson and Denayer, 2016",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,Palaechinus ellipticus,NA
1977,Species,Proterocidaridae,Hyattechinus,elegans,IRBINS,Belgium,"Jackson, 1929 Plate 5, figs. 5a-r",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,Hyattechinus elegans,NA
1978,Family,Archaeocidaridae,NA,NA,IRBINS,Belgium,"Jackson, 1929 Text fig. 3",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
1979,Family,Archaeocidaridae,NA,NA,IRBINS,Belgium,"Jackson, 1929 Text fig. 3, Plate 1 fig. 5",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
1980,Species,Palaechinidae,Lovenechinus,lacazei,IRBINS,Belgium,"Jackson, 1929, Plate 3, figs, 2,3",0,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Lovenechinus lacazei,Fine Grained
1981,Species,Palaechinidae,Palaechinus,globulus,IRBINS,Belgium,"Jackson, 1929, Plate 2, fig 10 and 14",0,NA,"Waulsortian, Celles-Veve (Rive gauche)",Europe,Belgium,50.227,4.993,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Mudstone,55.4908,-43.2182,Palaechinus globulus,Fine Grained
1982,Class,NA,NA,NA,IRBINS,Belgium,"Jackson, 1929, Plate X, fig. 7",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,NA,NA
1983,Species,Proterocidaridae,Hyattechinus,elegans,IRBINS,Belgium,"Jackson, 1929, Plate 1, fig. 9",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,Hyattechinus elegans,NA
1984,Species,Proterocidaridae,Perischodomus,fraiponti,IRBINS,Belgium,"Mentioned, Jackson, 1929",0,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Perischodomus fraiponti,Fine Grained
1985,Family,Palaechinidae,NA,NA,IRBINS,Belgium,"Jackson, 1929, Plate 5, fig. 2",0,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,NA,Fine Grained
1986,Family,Proterocidaridae,NA,NA,IRBINS,Belgium,"Jackson, 1929, Plate 5, fig. 6",0,NA,"Vise, Belgium",Europe,Belgium,50.753,5.65,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,20.6781,15.4577,NA,NA
1987,Species,Proterocidaridae,Hyattechinus,elegans,IRBINS,Belgium,"Jackson, 1929, Plate 5, fig. 7a-j",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,Hyattechinus elegans,NA
1988,Species,Proterocidaridae,Hyattechinus,elegans,IRBINS,Belgium,"Jackson, 1929, Plate 10, fig. 3a, 6; Thompson and Denayer, 2016",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,Hyattechinus elegans,NA
1989,Species,Proterocidaridae,Proterocidaris,gigantea,IRBINS,Belgium,"Jackson, 1929, Plate 8, fig. 2",0,NA,"Denee, Black Marble of Dinant",Europe,Belgium,50.318,4.752,Minutes,NA,Molignée Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-2.4866,-6.2937,Proterocidaris gigantea,Fine Grained
1990,Genus,Archaeocidaridae,Archaeocidaris,sp.,IRBINS,Belgium,"Mentioned Jackson, 1929",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Mudstone,-2.7161,-5.858,Archaeocidaris,Fine Grained
1991,Species,Archaeocidaridae,Nortonechinus,mariaburgensis,IRBINS,Belgium,"Mallieux, 1940",0,NA,"1re trench. Ch. De fer Est Mariembourg (3e Terniat) entre Km. 113 et 113,i",Europe,Belgium,50.094,4.529,Degrees,NA,NA,NA,Stage,Devonian,Devonian,Frasnian,Frasnian,382.7,372.2,377.45,1,72,100,Siliciclastic,Shale,24.3101,15.8338,Nortonechinus mariaburgensis,Fine Grained
