Column1,Rank,Family,Genus,Species,Museum_code,Museum_country,Publication,Museum_only,In_PBDB,Locality,Continent,Country,lat,lng,Latlng_Precision,Group,Formation,Member,Age_resolution,Max_period,Min_period,early_stage,late_stage,max_ma,min_ma,interval_mid_ma,n_bins,bin_assignment,overlap_percentage,Finalised_lith,Finalised_grainsize,p_lng,p_lat,Combined_name,Finalised_grainsize_simp
625,Genus,Palaechinidae,Maccoya,sp.,NMS,Scotland,NONE,1,NA,"Coplow, Clitheroe, Lancashire",Europe,England,53.884,-2.381,Seconds,Chatburn Limestone Group,Clitheroe Limestone Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Wackestone,0.2653,-3.7905,Maccoya,Fine Grained
626,Species,Palaechinidae,Melonechinus,etheridgi,NMS,Scotland,NONE,1,NA,"Coplow, Clitheroe, Lancashire",Europe,England,53.884,-2.381,Seconds,Chatburn Limestone Group,Clitheroe Limestone Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Packstone,0.2653,-3.7905,Melonechinus etheridgi,Coarse Grained
627,Genus,Proterocidaridae,Pholidocidaris,sp. (not tenuis),NMS,Scotland,NONE,1,NA,"Coplow, Clitheroe, Lancashire",Europe,England,53.884,-2.381,Seconds,Chatburn Limestone Group,Clitheroe Limestone Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,,0.2653,-3.7905,Pholidocidaris,NA
628,Genus,Proterocidaridae,Pholidocidaris,sp. (not tenuis),NMS,Scotland,NONE,1,NA,"Coplow, Clitheroe, Lancashire",Europe,England,53.884,-2.381,Seconds,Chatburn Limestone Group,Clitheroe Limestone Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Wackestone,0.2653,-3.7905,Pholidocidaris,Fine Grained
629,Species,Lepidesthidae,Lepidesthes,caledonica,NMS,Scotland,NONE,1,NA,"Roscobie, Fifeshire, Scotland",Europe,Scotland,56.125,-3.457,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,,1.4044,-6.7897,Lepidesthes caledonica,NA
630,Genus,Palaechinidae,Lovenechinus,sp.,NMS,Scotland,NONE,1,NA,"Cass ny Hawin, Isle of Man",Europe,England,54.095,-4.627,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,4.66,-2.1278,Lovenechinus,Fine Grained
631,Species,Lepidesthidae,Lepidesthes,caledonica,NMS,Scotland,NONE,1,NA,"Roscobie, Fifeshire, Scotland",Europe,Scotland,56.125,-3.457,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Packstone,1.4044,-6.7897,Lepidesthes caledonica,Coarse Grained
632,Genus,Palaechinidae,Melonechinus,sp.,NMS,Scotland,NONE,1,NA,Trearne,Europe,Scotland,55.275,-4.781,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,0.7256,-23.8424,Melonechinus,Fine Grained
633,Species,Lepidesthidae,Lepidesthes,caledonica,NMS,Scotland,NONE,1,NA,"Invertiel, Scotland",Europe,Scotland,56.098,-3.181,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,-39.0423,-13.6933,Lepidesthes caledonica,Fine Grained
635,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Dunbar, East Lothian",Europe,Scotland,56.005,-2.52,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,-37.1158,-22.0203,Archaeocidaris urei,Fine Grained
636,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Seafield, Fife",Europe,Scotland,56.092,-3.16,Minutes,Lower Limestone Group,Seafield Tower Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,-36.5839,-20.0596,Archaeocidaris urei,Fine Grained
637,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,East Kilbride,Europe,Scotland,55.759,-4.188,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Serpukhovian,346.7,323.2,334.95,2,69,67.23,Siliciclastic,Shale,-31.0425,-11.6973,Archaeocidaris urei,Fine Grained
638,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Pittenweem, Fife",Europe,Scotland,56.213,-2.729,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,-30.1325,-12.9059,Archaeocidaris urei,Fine Grained
639,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Roscobie, Fifeshire, Scotland",Europe,Scotland,56.125,-3.457,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,1.4044,-6.7897,Archaeocidaris urei,Fine Grained
640,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Invertiel, Scotland",Europe,Scotland,56.098,-3.181,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Packstone,-39.0423,-13.6933,Archaeocidaris urei,Coarse Grained
641,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Pittenweem, Fife",Europe,Scotland,56.213,-2.729,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-30.1325,-12.9059,Archaeocidaris urei,Fine Grained
642,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Invertiel, Scotland",Europe,Scotland,56.098,-3.181,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-39.0423,-13.6933,Archaeocidaris urei,Fine Grained
643,Genus,Archaeocidaridae,Archaeocidaris,sp.,NMS,Scotland,NONE,1,NA,Trearne,Europe,Scotland,55.275,-4.781,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Packstone,0.7256,-23.8424,Archaeocidaris,Coarse Grained
644,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Crookhill, Beith",Europe,Scotland,55.746,-4.597,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Siliciclastic,Shale,-35.332,-10.4399,Archaeocidaris urei,Fine Grained
645,Genus,Archaeocidaridae,Archaeocidaris,sp.,NMS,Scotland,NONE,1,NA,Cock of Arran,Europe,Scotland,55.721,-5.26,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,-35.9126,-11.1287,Archaeocidaris,Fine Grained
646,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,Trearne,Europe,Scotland,55.275,-4.781,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Packstone,0.7256,-23.8424,Archaeocidaris urei,Coarse Grained
647,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Thornton-in-Craven, Yorkshire",Europe,England,53.937,-2.136,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,-30.6568,-12.5057,Archaeocidaris urei,NA
648,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,Broadstone,Europe,Scotland,55.83,-4.768,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Shale,-30.8073,-12.3831,Archaeocidaris urei,Fine Grained
649,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Limekilne, East Kilbride",Europe,Scotland,55.769,-4.191,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Serpukhovian,346.7,323.2,334.95,2,69,67.23,Carbonate,Packstone,1.0276,-6.0615,Archaeocidaris urei,Coarse Grained
650,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Roscobie, Fifeshire, Scotland",Europe,Scotland,56.125,-3.457,Seconds,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,1.4044,-6.7897,Archaeocidaris urei,NA
651,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,"Craigenglen, Campsie, Scotland",Europe,Scotland,55.964,-4.164,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,-1.5568,-6.3403,Archaeocidaris urei,NA
652,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,Hairmyres,Europe,Scotland,55.762,-4.223,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,0.47,-6.8421,Archaeocidaris urei,NA
653,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,NONE,1,NA,Broadstone,Europe,Scotland,55.83,-4.768,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,,-30.8073,-12.3831,Archaeocidaris urei,NA
669,Family,Palaechinidae,NA,NA,NMS,Scotland,NONE,1,NA,"Hook Head, County Wexford, Ireland",Europe,Ireland,52.123,-6.93,Seconds,NA,Hook Head Limestone Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Mudstone,-2.7542,-6.1085,NA,Fine Grained
671,Genus,Palaechinidae,Maccoya,sp.,NMS,Scotland,NONE,1,NA,"Hook Head, County Wexford, Ireland",Europe,Ireland,52.123,-6.93,Seconds,NA,Hook Head Limestone Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Packstone,-2.7542,-6.1085,Maccoya,Coarse Grained
917,Species,Stem_Echinoidea,Aulechinus,grayae,GLAHM,Scotland,NONE,1,NA,"Threave glen, Girvan, Scotland",Europe,Scotland,55.297,-4.758,Minutes,Ardmillan Group,Lady Burn Formation,NA,Stage,Ordovician,Ordovician,Katian,Katian,453,445.2,449.1,1,87,100,Siliciclastic,Siltstone,-34.0259,-16.4187,Aulechinus grayae,Fine Grained
928,Species,Stem_Echinoidea,Ectinechinus,lamonti,GLAHM,Scotland,NONE,1,NA,"Threave glen, Girvan, Scotland",Europe,Scotland,55.297,-4.758,Minutes,Ardmillan Group,Lady Burn Formation,NA,Stage,Ordovician,Ordovician,Katian,Katian,453,445.2,449.1,1,87,100,Siliciclastic,Siltstone,-34.0259,-16.4187,Ectinechinus lamonti,Fine Grained
1568,Species,Archaeocidaridae,Archaeocidaris,forbesiana,NMS,Scotland,"de Koninck, 1863",0,NA,"Salt Range, Punjab,",Asia,NA,32.5,71.933,Degrees,NA,NA,NA,Period,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Carbonate,,-50.5106,-0.454,Archaeocidaris forbesiana,NA
1569,Species,Archaeocidaridae,Archaeocidaris,forbesiana,NMS,Scotland,"de Koninck, 1863; Thompson et al. 2017",0,NA,"Salt Range, Punjab,",Asia,NA,32.5,71.933,Degrees,NA,NA,NA,Period,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Carbonate,,-50.5106,-0.454,Archaeocidaris forbesiana,NA
1570,Species,Archaeocidaridae,Archaeocidaris,urei,NMS,Scotland,"Trans geol. Soc. Of Glasgow, vol X, pt. 1, 1894, p 71",0,NA,"Kirktonholm, East Kilbride",Europe,Scotland,55.765,55.765,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,Siliciclastic,Shale,-35.6875,-10.2926,Archaeocidaris urei,Fine Grained
1664,Species,Bothriocidaridae,Neobothriocidaris,minor,GLAHM,Scotland,"Paul, 1967",0,NA,"Threave glen, Girvan, Scotland",Europe,Scotland,55.297,-4.758,Minutes,Ardmillan Group,Lady Burn Formation,NA,Stage,Ordovician,Ordovician,Katian,Katian,453,445.2,449.1,1,87,100,Siliciclastic,Siltstone,-34.0259,-16.4187,Neobothriocidaris minor,Fine Grained
1674,Species,Bothriocidaridae,Neobothriocidaris,pentlandensis,NMS,Scotland,Thompson et al. 2022,0,NA,"Gutterford Burn, Pentland Hills, Midlothian,",Europe,Scotland,55.812,-3.347,Seconds,NA,Deerhope Formation,NA,Stage,Silurian,Silurian,Telychian,Telychian,438.5,433.4,435.95,1,83,100,Siliciclastic,Siltstone,-34.0586,-17.2446,Neobothriocidaris pentlandensis,Fine Grained
1764,Species,Lepidocentridae,Aptilechinus,caledonensis,NMS,Scotland,"Kier, 1973",0,Yes,"Gutterford Burn, Pentland Hills, Midlothian,",Europe,Scotland,55.812,-3.347,Seconds,NA,Deerhope Formation,NA,Stage,Silurian,Silurian,Telychian,Telychian,438.5,433.4,435.95,1,83,100,Siliciclastic,Siltstone,-34.0586,-17.2446,Aptilechinus caledonensis,Fine Grained
2146,Species,Stem_Echinoidea,Aulechinus,grayae,GLAHM,Scotland,"Macbride and Spencer, 1938",0,Yes,"Threave glen, Girvan, Scotland",Europe,Scotland,55.297,-4.758,Minutes,Ardmillan Group,Lady Burn Formation,NA,Stage,Ordovician,Ordovician,Katian,Katian,453,445.2,449.1,1,87,100,Siliciclastic,Siltstone,-34.0259,-16.4187,Aulechinus grayae,Fine Grained
2147,Species,Stem_Echinoidea,Aulechinus,grayae,GLAHM,Scotland,"Macbride and Spencer, 1938",0,Yes,"Threave glen, Girvan, Scotland",Europe,Scotland,55.297,-4.758,Minutes,Ardmillan Group,Lady Burn Formation,NA,Stage,Ordovician,Ordovician,Katian,Katian,453,445.2,449.1,1,87,100,NA,,-34.0259,-16.4187,Aulechinus grayae,NA
2162,Species,Stem_Echinoidea,Ectinechinus,lamonti,GLAHM,Scotland,CHECK MACBRIDE AND SPENCER,0,NA,"Threave glen, Girvan, Scotland",Europe,Scotland,55.297,-4.758,Minutes,Ardmillan Group,Lady Burn Formation,NA,Stage,Ordovician,Ordovician,Katian,Katian,453,445.2,449.1,1,87,100,Siliciclastic,Siltstone,-34.0259,-16.4187,Ectinechinus lamonti,Fine Grained
2163,Species,Stem_Echinoidea,Ectinechinus,lamonti,GLAHM,Scotland,"Macbride and Spencer, 1938",0,Yes,"Threave glen, Girvan, Scotland",Europe,Scotland,55.297,-4.758,Minutes,Ardmillan Group,Lady Burn Formation,NA,Stage,Ordovician,Ordovician,Katian,Katian,453,445.2,449.1,1,87,100,Siliciclastic,Siltstone,-34.0259,-16.4187,Ectinechinus lamonti,Fine Grained
1210,Class,,,indet.,UCM,Spain,D. C. Garcia-Bellido and J. K. Rigby. 2004. Devonian and Carboniferous sponges from Spain. Journal of Paleontology 78(3):431-455,0,Yes,39857,Europe,Spain,43.311111,-4.977778,seconds,,Demues,,NA,NA,NA,NA,NA,307,303.7,305.35,1,65,100,Carbonate,Mudstone,11.77,-3.54,Echinoidea,Fine Grained
1731,Species,Echinocystitidae,Rhenechinus,ibericus,DGO,Spain,Smith et al. 2013,0,NA,"Quarry at cap la vela Arnao village, Asturias, northern Spain",Europe,Spain,43.575,-5.976,Minutes,NA,Aguion Formation,NA,Stage,Devonian,Devonian,Emsian,Emsian,407.6,393.3,400.45,1,75,100,Carbonate,Wackestone,-2.2015,-6.1134,Rhenechinus ibericus,Fine Grained
1620,Class,NA,NA,NA,NRM,Sweden,"Regnell, 1955",0,Yes,"Lansa, Island of Farön, NE of Gotland",Europe,Sweden,57.914,19.065,Seconds,NA,NA,NA,Period,Silurian,Silurian,Rhuddanian,Pridoli,443.8,419.2,431.5,8,83,20.73,Carbonate,,0.0596,-4.0487,NA,NA
1663,Species,Bothriocidaridae,Neobothriocidaris,minor,LO,Sweden,"Paul, 1967",0,NA,"Kilns in the Main Quarry at Craighead, Girvan, Scotland",Europe,Scotland,55.275,-4.782,Seconds,Ardmillan Group,Craighead Limestone Formation,Kiln Mudstone Member,Stage,Ordovician,Ordovician,Katian,Katian,453,445.2,449.1,1,87,100,Siliciclastic,Siltstone,-34.9201,-19.587,Neobothriocidaris minor,Fine Grained
2052,Species,Echinocystitidae,Gotlandechinus,balticus,NRM,Sweden,"Regnell, 1955",0,Yes,"Klinteberget, Gotland, Sweden",Europe,Sweden,57.374,18.257,Minutes,NA,Klinteberg Formation,NA,Stage,Silurian,Silurian,Homerian,Homerian,430.5,427.4,428.95,1,81,100,Carbonate,Packstone,15.9906,-45.1372,Gotlandechinus balticus,Coarse Grained
2164,Class,NA,NA,NA,NRM,Sweden,"Regnell, 1955",0,Yes,"Samsugn, 3 km S of the church of Othem",Europe,Sweden,57.715,18.747,Seconds,Slite Group,NA,NA,Stage,Silurian,Silurian,Gorstian,Ludfordian,427.4,423,425.2,2,79,59.09,NA,,-37.0999,-5.8001,NA,NA
2184,Genus,Lepidocentridae,Aptilechinus,sp.,NRM,Sweden,"Franzen, 1979",0,NA,"Vattenfallet, S. of Visby, Gotland, Sweden",Europe,Sweden,57.616,18.259,Seconds,NA,Hogklint/Upper Visby Formation,NA,Stage,Silurian,Silurian,Sheinwoodian,Sheinwoodian,433.4,430.5,431.95,1,82,100,NA,,-25.9759,-0.1477,Aptilechinus,NA
2189,Genus,Bothriocidaridae,Neobothriocidaris,sp.,NRM,Sweden,"Franzen, 1979",0,NA,"Vattenfallet, S. of Visby, Gotland, Sweden",Europe,Sweden,57.616,18.259,Seconds,NA,Hogklint/Upper Visby Formation,NA,Stage,Silurian,Silurian,Sheinwoodian,Sheinwoodian,433.4,430.5,431.95,1,82,100,NA,,-25.9759,-0.1477,Neobothriocidaris,NA
2208,Species,Archaeocidaridae,Silurocidaris,clavata,NRM,Sweden,"Regnell, 1955",0,Yes,"Lindklint, Gotland, Sweden",Europe,Sweden,57.283,18.379,Seconds,Hemse Group,NA,NA,Stage,Silurian,Silurian,Gorstian,Ludfordian,427.4,423,425.2,2,79,59.09,Carbonate,,37.2808,-22.8194,Silurocidaris clavata,NA
2210,Species,Archaeocidaridae,Silurocidaris,clavata,NRM,Sweden,"Regnell, 1955",0,Yes,"Manngarde, Lye, Gotland, Sweden",Europe,Sweden,57.298,18.519,Seconds,Hemse Group,NA,NA,Stage,Silurian,Silurian,Gorstian,Ludfordian,427.4,423,425.2,2,79,59.09,Carbonate,,37.2278,-22.767,Silurocidaris clavata,NA
2214,Class,NA,NA,NA,NRM,Sweden,"Regnell, 1955",0,Yes,"Sandarve kulle, 1200-1300 M north of the church of Fardhem and apparoximately as far from (SW of) Lind-klint",Europe,Sweden,57.276,18.348,Seconds,Hemse Group,NA,NA,Stage,Silurian,Silurian,Gorstian,Ludfordian,427.4,423,425.2,2,79,59.09,Carbonate,,25.8335,4.8181,NA,NA
2216,Class,NA,NA,NA,NRM,Sweden,"Regnell, 1955",0,Yes,"Tänglings, Gotland, Sweden",Europe,Sweden,57.365,18.491,Seconds,Hemse Group,NA,NA,Stage,Silurian,Silurian,Gorstian,Ludfordian,427.4,423,425.2,2,79,59.09,Carbonate,,0.9413,-6.0691,NA,NA
2217,Class,NA,NA,NA,NRM,Sweden,"Regnell, 1955",0,Yes,"Samsugn, 3 km S of the church of Othem",Europe,Sweden,57.715,18.747,Seconds,Slite Group,NA,NA,Stage,Silurian,Silurian,Sheinwoodian,Sheinwoodian,433.4,430.5,431.95,1,82,100,NA,,-33.1813,4.2917,NA,NA
2218,Class,NA,NA,NA,NRM,Sweden,"Regnell, 1955",0,Yes,"Vattenfallet, S. of Visby, Gotland, Sweden",Europe,Sweden,57.616,18.259,Seconds,NA,Upper Visby Formation,NA,Stage,Silurian,Silurian,Sheinwoodian,Sheinwoodian,433.4,430.5,431.95,1,82,100,NA,,-25.9759,-0.1477,NA,NA
1596,Species,Proterocidaridae,Pronechinus,cretensis,MHNF,Switzerland,"Konig, 1982",0,Yes,"Talea Ori, Crete",Europe,Greece,35.376,24.819,Minutes,NA,Galinos Beds,NA,Series,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Siliciclastic,Siltstone,0.9821,-7.3419,Pronechinus cretensis,Fine Grained
1597,Species,Proterocidaridae,Jacksonechinus,dispar,MHNF,Switzerland,"Konig, 1982",0,Yes,"Talea Ori, Crete",Europe,Greece,35.376,24.819,Minutes,NA,Galinos Beds,NA,Series,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Siliciclastic,Siltstone,0.9821,-7.3419,Jacksonechinus dispar,Fine Grained
30,Genus,Archaeocidaridae,Nortonechinus,sp.,NMNH,USA,NONE,1,NA,"Waterloo, Iowa",North America,USA,42.493,-92.368,Minutes,NA,NA,NA,Period,Devonian,Devonian,Lochkovian,Famennian,419.2,358.9,389.05,7,75,23.71,NA,,-41.9435,-14.5716,Nortonechinus,NA
31,Genus,Archaeocidaridae,Nortonechinus,sp.,NMNH,USA,NONE,1,NA,"1 Mi. N. of Hanford, Iowa",North America,USA,43.087,-93.142,Seconds,NA,NA,NA,Period,Devonian,Devonian,Lochkovian,Famennian,419.2,358.9,389.05,7,75,23.71,NA,,-37.5443,-10.4326,Nortonechinus,NA
32,Family,Archaeocidaridae,NA,NA,NMNH,USA,NONE,1,NA,"2-3 miles up Platte River, Plattsmouth Nebraska",North America,USA,41.057,-95.896,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,NA,,-37.2922,-9.694,NA,NA
33,Family,Archaeocidaridae,NA,NA,NMNH,USA,NONE,1,NA,"Omaha, Nebraska",North America,USA,41.259,-96.029,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,Carbonate,Wackestone,-49.4376,-11.1803,NA,Fine Grained
34,Family,Archaeocidaridae,NA,NA,NMNH,USA,NONE,1,NA,"2-3 miles up Platte River, Plattsmouth Nebraska",North America,USA,41.057,-95.896,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,Carbonate,Wackestone,-37.2922,-9.694,NA,Fine Grained
35,Family,Archaeocidaridae,NA,NA,NMNH,USA,NONE,1,NA,"Washington, Franklin Co., Missouri",North America,USA,38.548,-91.008,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,NA,,-42.1735,-14.5024,NA,NA
36,Genus,Archaeocidaridae,Archaeocidaris,sp.,NMNH,USA,NONE,1,NA,"Washington, Franklin Co., Missouri",North America,USA,38.55,-91.011,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,NA,,-51.2637,-4.7161,Archaeocidaris,NA
37,Family,Archaeocidaridae,NA,NA,AMNH,USA,NONE,1,NA,"Winterset, Iowa",North America,USA,41.33,-94,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,NA,,-38.5564,-13.1115,NA,NA
38,Genus,Archaeocidaridae,Archaeocidaris,sp.,AMNH,USA,NONE,1,NA,"Clay Pit N of Bridgeport, Texas",North America,USA,33.264,-97.793,Minutes,Canyon Group,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,NA,,-0.4657,-4.2612,Archaeocidaris,NA
39,Family,Archaeocidaridae,NA,NA,AMNH,USA,NONE,1,NA,"near Winterset, Iowa",North America,USA,41.33,-93.998,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,Carbonate,Wackestone,-2.384,-8.5397,NA,Fine Grained
40,Genus,Palaechinidae,Lovenechinus,sp.,AMNH,USA,NONE,1,NA,"Joplin, Missouri",North America,USA,37.078,-94.514,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,Carbonate,,1.4683,-6.8373,Lovenechinus,NA
41,Genus,Archaeocidaridae,Archaeocidaris,sp.,YPM,USA,NONE,1,NA,"Ely, White Pine County. West side of Ward Mtn, Egan Range, between 7 & 12 mi SSW of Ely",North America,USA,39.1,-114.922,Minutes,Arcturus Group,Rib Hills Limestone/Ely Limestone,NA,Series,Pennsylvanian,Pennsylvanian,Bashkirian,Changhsingian,323.2,251.902,287.551,13,60,14.71,Carbonate,Packstone,0.2055,-6.8768,Archaeocidaris,Coarse Grained
42,Family,Archaeocidaridae,NA,NA,YPM,USA,NONE,1,NA,"Whetstone Mountains, Cochise County, Arizona",North America,USA,31.818,-110.408,Minutes,NA,NA,NA,Period,Permian,Permian,Asselian,Changhsingian,298.9,251.902,275.401,9,60,22.32,Carbonate,Wackestone,0.9824,-6.0185,NA,Fine Grained
43,Genus,Archaeocidaridae,Archaeocidaris,sp.,YPM,USA,NONE,1,NA,"St. Joseph, Buchanan County, Missouri",North America,USA,39.765,-94.827,Minutes,NA,NA,NA,Series,Pennsylvanian,Pennsylvanian,Bashkirian,Gzhelian,323.2,298.9,311.05,4,66,33.75,NA,,0.7559,-6.2023,Archaeocidaris,NA
44,Genus,Archaeocidaridae,Archaeocidaris,sp.,YPM,USA,NONE,1,NA,"Brownwood, Brown County. 8 Mi N of Jim Ned Creek, N of Brownwood",North America,USA,31.973,-99.105,Minutes,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,NA,,1.2825,-8.8212,Archaeocidaris,NA
45,Genus,Archaeocidaridae,Archaeocidaris,sp.,YPM,USA,NONE,1,NA,"N of Mannsville, Johnston County, Oklahoma",North America,USA,34.227,-96.879,Minutes,Glenn Group,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,NA,,0.5039,-6.9492,Archaeocidaris,NA
46,Genus,Archaeocidaridae,Archaeocidaris,sp.,YPM,USA,NONE,1,NA,"Dawson, Richardson County, Nebraska",North America,USA,40.132,-95.829,Minutes,NA,NA,NA,Series,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,Carbonate,,1.5905,-7.1252,Archaeocidaris,NA
47,Genus,Archaeocidaridae,Archaeocidaris,sp.,YPM,USA,NONE,1,NA,"N. Meyer Quarry, Weeping Water, Nebraska",North America,USA,40.87,-96.158,Seconds,NA,NA,NA,Period,Mississippian,Mississippian,Tournaisian,Gzhelian,358.9,298.9,328.9,7,69,26.33,NA,,1.3331,-6.847,Archaeocidaris,NA
